FID_Ottawa,addr_city,addr_house,addr_postc,addr_stree,Title,phone,shoptype,website,FID_Otta_1,flag,ONS_ID,NeighName,POPEST,Address,Longitude,Latitude
43,Ottawa,4750,K1T 0K8,Bank Street,FreshCo,-5983,Supermarkets and traditional formats,http://www.freshco.com/Find-A-Store.aspx,105,0,921,Findlay Creek,4419,"4750 Bank Street, Ottawa,K1T 0K8",-75.5957939,45.31907474
420,Nepean,2150,K2H 9S1,Robertson Road,FreshCo,-9376,Supermarkets and traditional formats,https://freshco.com/stores/robertson-moodie/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys,5,1,7,Bells Corners West,4158,"2150 Robertson Road, Nepean,K2H 9S1",-75.83549298,45.31944183
456,Ottawa,4744,K1T 0K8,Bank Street,Shoppers Drug Mart,-1800,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1442,105,0,921,Findlay Creek,4419,"4744 Bank Street, Ottawa,K1T 0K8",-75.59424489,45.31992874
490,Nepean,2144,K2H 5Z1,Roberston Rd,Rexall,-6412,Drugstores,https://www.rexall.ca/storelocator/store/6969,5,1,7,Bells Corners West,4158,"2144 Roberston Rd, Nepean,K2H 5Z1",-75.83589611,45.32076751
200,Nepean,418,K2H 8A6,Moodie Drive,Circle K,-4788,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/nepean/418-moodie-dr/0801373?utm_source=google&utm_medium=local&utm_campaign=google-local,5,1,7,Bells Corners West,4158,"418 Moodie Drive, Nepean,K2H 8A6",-75.83320667,45.32095883
429,Kanata,60,K2K 2Z9,Colchester Square,Kanata Kash N' Karry,16134355355,Convenience stores and gas stations,Not Available,3,0,902,Beaverbrook,6715,"60 Colchester Square, Kanata,K2K 2Z9",-75.88954779,45.32098273
57,Nepean,2135,K2H 5Z2,Robertson Road,Canadian Tire Gas+,-10385,Convenience stores and gas stations,http://gasplus.canadiantire.ca/,5,1,7,Bells Corners West,4158,"2135 Robertson Road, Nepean,K2H 5Z2",-75.83608038,45.32150803
405,Ottawa,2072,K2H 5Y8,Robertson Road,Bells Corners Mini Mart,-6352,Other,http://www.bellscornersminimart.com/,4,1,6,Bells Corners East,4729,"2072 Robertson Road, Ottawa,K2H 5Y8",-75.83122527,45.32238583
417,Kanata,5108,K2M 3K5,Kanata Avenue,Kowloon Market,16136720066,Independent and specialty stores,Not Available,61,0,928,Kanata Lakes - Arcardia,12576,"5108 Kanata Avenue, Kanata,K2M 3K5",-75.92661021,45.32267163
235,Ottawa,1000,K1V 9B4,Airport Parkway Private,Bytown Marche,-9230,Convenience stores and gas stations,https://yow.ca/en/bytown-marche,27,1,48,Hunt Club - Ottawa Airport,2459,"1000 Airport Parkway Private, Ottawa,K1V 9B4",-75.66710922,45.32272324
416,Kanata,5100,K2T 1H5,Kanata Ave,Helpful Neighbour,16135920008,Convenience stores and gas stations,Not Available,61,0,928,Kanata Lakes - Arcardia,12576,"5100 Kanata Ave, Kanata,K2T 1H5",-75.92519851,45.32320113
69,Nepean,299,"K2H 8K9
",Greenbank Road,Circle K,-10431,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/nepean/299-greenbank-rd/0801280?utm_source=google&utm_medium=local&utm_campaign=google-local,49,1,108,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,8484,"299 Greenbank Road, Nepean,K2H 8K9
",-75.77736646,45.32381553
10,Nepean,250,K2H 8X4,Greenbank Road,Metro,-10761,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/271,42,1,100,Trend-Arlington,4738,"250 Greenbank Road, Nepean,K2H 8X4",-75.78020426,45.32424564
14,Ottawa,2065,K2H 5H9,Robertson Road,Loblaws,-11211,Supermarkets and traditional formats,https://www.loblaws.ca/store-locator/details/1023,4,1,6,Bells Corners East,4729,"2065 Robertson Road, Ottawa,K2H 5H9",-75.83246147,45.32444803
139,Gloucester,4727,K1T 3W7,Bank Street,Stinson,-3183,Convenience stores and gas stations,https://wostinson.com/,105,0,921,Findlay Creek,4419,"4727 Bank Street, Gloucester,K1T 3W7",-75.5955033,45.32496604
376,Nepean,1902,K2H 5B8,Robertson Road,Tatka,-3113,Independent and specialty stores,https://www.tatka.ca/,4,1,6,Bells Corners East,4729,"1902 Robertson Road, Nepean,K2H 5B8",-75.82186377,45.32614433
222,Nepean,1944,K2G 1E9,Merivale Road,Francis Gas Bar,16137234567,Convenience stores and gas stations,http://www.francisfuels.com/,57,1,65,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,2930,"1944 Merivale Road, Nepean,K2G 1E9",-75.72015554,45.32698364
254,Nepean,1856,K2H 5B8,Robertson Road,Circle K,-2032,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1856-robertson-rd/0852655?utm_source=google&utm_medium=local&utm_campaign=google-local,4,1,6,Bells Corners East,4729,"1856 Robertson Road, Nepean,K2H 5B8",-75.81974777,45.32714563
253,Ottawa,1881,K2H 5B7,Robertson Road,Petro-Canada,-3503,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/1881-robertson-road-nepean?utm_source=G&utm_medium=lpm&utm_campaign=suncor,4,1,6,Bells Corners East,4729,"1881 Robertson Road, Ottawa,K2H 5B7",-75.82138247,45.32739053
437,Ottawa,181,K2H 5V6,Greenbank Road,Shoppers Drug Mart,-2738,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1528,49,1,108,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,8484,"181 Greenbank Road, Ottawa,K2H 5V6",-75.77955236,45.32822654
464,Ottawa,1821,K2H 8X3,Robertson Road,Shoppers Drug Mart,-5927,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/638,4,1,6,Bells Corners East,4729,"1821 Robertson Road, Ottawa,K2H 8X3",-75.81782937,45.32952353
418,Nepean,1925,K2G 1E7,Merivale Road,Drummonds,-8066,Convenience stores and gas stations,http://www.drummondsgas.com/,79,1,51,Hunt Club South Industrial,733,"1925 Merivale Road, Nepean,K2G 1E7",-75.72052664,45.32968374
50,Nepean,1811,K2H 8X3,Robertson Road,Metro,-8361,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/287,4,1,6,Bells Corners East,4729,"1811 Robertson Road, Nepean,K2H 8X3",-75.81726587,45.33021753
186,Kanata,1031,K2K 1R2,Teron Road,Circle K,-5204,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/kanata/1031-teron-road/0800358?utm_source=google&utm_medium=local&utm_campaign=google-local,3,0,902,Beaverbrook,6715,"1031 Teron Road, Kanata,K2K 1R2",-75.9003672,45.33058063
255,Gloucester,4505,K1T 3W5,Bank Street,Quickie,-3735,Convenience stores and gas stations,https://www.quickiestores.com/,101,0,926,Greenbelt,2073,"4505 Bank Street, Gloucester,K1T 3W5",-75.5994454,45.33145194
70,Ottawa,2162,"K2E 0A1
",Prince Of Wales Drive,Circle K,-10024,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/nepean/2162-prince-of-wales-dr/0852536?utm_source=google&utm_medium=local&utm_campaign=google-local,79,1,51,Hunt Club South Industrial,733,"2162 Prince Of Wales Drive, Ottawa,K2E 0A1
",-75.70192733,45.33334104
102,Ottawa,4000,K1V 2E8,Riverside Drive,Petro-Canada,-9940,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/4000-riverside-drive-ottawa?utm_source=G&utm_medium=lpm&utm_campaign=suncor,62,0,927,Hunt Club Woods - Quintarra - Revelstoke,5953,"4000 Riverside Drive, Ottawa,K1V 2E8",-75.69400083,45.33370554
101,Ottawa,224,K1V 1C1,Hunt Club Road,大統華 T&T Supermarket,-9456,Supermarkets and traditional formats,https://www.tntsupermarket.com/eng/,27,1,48,Hunt Club - Ottawa Airport,2459,"224 Hunt Club Road, Ottawa,K1V 1C1",-75.69019833,45.33406304
128,Nepean,1545,K2G 1W2,Woodroffe Avenue,Circle K,-7294,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/nepean/1545-woodroffe-ave/0852287?utm_source=google&utm_medium=local&utm_campaign=google-local,44,1,99,Tanglewood,4928,"1545 Woodroffe Avenue, Nepean,K2G 1W2",-75.75177785,45.33448704
134,Ottawa,1857,K2G 1E3,Merivale Road,Shell Select,-10113,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10052914-merivale-rd-hunt-club,79,1,51,Hunt Club South Industrial,733,"1857 Merivale Road, Ottawa,K2G 1E3",-75.72365384,45.33548124
312,Nepean,565,K2G 5W5,West Hunt Club Road,Bombay Spices,-8764,Independent and specialty stores,http://www.bombayspices.ca/,44,1,99,Tanglewood,4928,"565 West Hunt Club Road, Nepean,K2G 5W5",-75.72909244,45.33559164
488,Kanata,4048,K2K 1Y1,Carling Ave,Rexall,-6399,Drugstores,https://www.rexall.ca/storelocator/store/1453?utm_source=G&utm_medium=LPM&utm_campaign=RexallPharmaPlus,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"4048 Carling Ave, Kanata,K2K 1Y1",-75.90696231,45.33669771
13,Kanata,4048,K2K 1Y1,Carling Avenue,Metro,-1681,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/269,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"4048 Carling Avenue, Kanata,K2K 1Y1",-75.9072589,45.33688763
162,Ottawa,401,K2K 0K1,March Road,Corner Store,-9365,Convenience stores and gas stations,https://www.ultramar.ca/?utm_source=G&utm_medium=lpm&utm_campaign=parkland,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"401 March Road, Ottawa,K2K 0K1",-75.9115941,45.33758223
388,Nepean,1849,K2G 1E3,Merivale Road,Costco,16137274786,Mass merchandisers / club stores,https://www.costco.ca/,79,1,51,Hunt Club South Industrial,733,"1849 Merivale Road, Nepean,K2G 1E3",-75.72228654,45.33783974
214,Nepean,197,K2G 2Y5,Norice Street,Maya Market,16133214561,Independent and specialty stores,http://maya-market-inc.business.site/,21,1,31,Cityview - Crestview - Meadowlands,8545,"197 Norice Street, Nepean,K2G 2Y5",-75.75399435,45.33966064
224,Kanata,479,K2K 2M5,March Road,Circle K,-1887,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/kanata/479-march-rd/0852609?utm_source=google&utm_medium=local&utm_campaign=google-local,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"479 March Road, Kanata,K2K 2M5",-75.9168682,45.34211343
311,Ottawa,2545,K2H 7B3,Baseline Road,Circle K,-9527,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/2545-baseline-rd/0852389?utm_source=google&utm_medium=local&utm_campaign=google-local,29,1,54,Iris - Queensway Terrance South,5824,"2545 Baseline Road, Ottawa,K2H 7B3",-75.78638226,45.34216534
192,Ottawa,2529, K2C 0E3,Baseline Road,Big Joe's Convenience,-8596,Other,Not avaliable,29,1,54,Iris - Queensway Terrance South,5824,"2529 Baseline Road, Ottawa, K2C 0E3",-75.78540506,45.34241594
94,Nepean,1431,K2G 1V9,Woodroffe Avenue,Petro-Canada,-4739,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/1431-woodroffe-avenue-nepean?utm_source=G&utm_medium=lpm&utm_campaign=suncor,21,1,31,Cityview - Crestview - Meadowlands,8545,"1431 Woodroffe Avenue, Nepean,K2G 1V9",-75.75622085,45.34262884
356,Ottawa,3705,K1V 1G8,Riverside Drive,Circle K,-11075,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/3705-riverside-dr/0852656?utm_source=google&utm_medium=local&utm_campaign=google-local,62,0,927,Hunt Club Woods - Quintarra - Revelstoke,5953,"3705 Riverside Drive, Ottawa,K1V 1G8",-75.69043873,45.34268004
165,Ottawa,690,K1V 1C3,Hunt Club Road,Petro-Canada,16137373155,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/690-hunt-club-road-ottawa?utm_source=G&utm_medium=lpm&utm_campaign=suncor,27,1,48,Hunt Club - Ottawa Airport,2459,"690 Hunt Club Road, Ottawa,K1V 1C3",-75.66977582,45.34284504
425,Ottawa,2900,K1V 1C3,Gibford Drive,Sunny Mart,-2525,Convenience stores and gas stations,Not available,27,1,48,Hunt Club - Ottawa Airport,2459,"2900 Gibford Drive, Ottawa,K1V 1C3",-75.66828282,45.34286154
465,Ottawa,1642,K2G 4A1,Merivale Road,Shoppers Drug Mart,-1993,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/910,21,1,31,Cityview - Crestview - Meadowlands,8545,"1642 Merivale Road, Ottawa,K2G 4A1",-75.73111304,45.34475094
113,Carp,3744,K0A 1L0,Carp Road,Carp Foodliner,-1370,Convenience stores and gas stations,Not available,99,0,911,Carp,6230,"3744 Carp Road, Carp,K0A 1L0",-76.03594044,45.34489853
37,Ottawa,5336,K0A 1K0,Boundary Road,Petro-Canada,16138226642,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/690-hunt-club-road-ottawa?utm_source=G&utm_medium=lpm&utm_campaign=suncor,94,0,918,Edwards - Carlsbad Springs,3461,"5336 Boundary Road, Ottawa,K0A 1K0",-75.44376505,45.34489905
266,Ottawa,1705,K2G 3K2,Merivale Road,Metro,-8160,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/290,8,0,905,Borden Farm - Fisher Glen,6960,"1705 Merivale Road, Ottawa,K2G 3K2",-75.72806884,45.34501284
140,Ottawa,2950,K1T 1N8,Bank Street,Farm Boy,-8202,Supermarkets and traditional formats,https://www.farmboy.ca/stores/blossom-park/,7,1,52,Hunt Club Upper -Blossom Park - Timbermill,8614,"2950 Bank Street, Ottawa,K1T 1N8",-75.62601891,45.34566625
265,Ottawa,1642,K2G 4A1,Merivale Road,Farm Boy,+1 613-228-7417,Supermarkets and traditional formats,https://www.farmboy.ca/stores/nepean/,21,1,31,Cityview - Crestview - Meadowlands,8545,"1642 Merivale Road, Ottawa,K2G 4A1",-75.73227004,45.34645824
308,Nepean,1620,K2G 3G3,Merivale Road,Silk Road Foods,16136953631,Independent and specialty stores,https://www.silkroadfoods.ca/,21,1,31,Cityview - Crestview - Meadowlands,8545,"1620 Merivale Road, Nepean,K2G 3G3",-75.73274274,45.34744754
61,Ottawa,2770,K2C 1E6,Iris Street,Shell Select,-2134,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10052962-greenbank-iris-st,29,1,54,Iris - Queensway Terrance South,5824,"2770 Iris Street, Ottawa,K2C 1E6",-75.78823996,45.34752384
100,Ottawa,100,K2B 8C1,Bayshore Drive,Walmart Supercentre,-6922,Mass merchandisers / club stores,https://www.walmart.ca/en/stores-near-me/bayshore-shopping-centre-ottawa-3066,100,0,901,Bayshore - Belltown,9313,"100 Bayshore Drive, Ottawa,K2B 8C1",-75.80527777,45.34798414
141,Gloucester,2931,K1T 1N7,Bank Street,Pioneer - Gas Station,-2210,Convenience stores and gas stations,https://www.pioneer.ca/?utm_source=G&utm_medium=lpm&utm_campaign=parkland,7,1,52,Hunt Club Upper -Blossom Park - Timbermill,8614,"2931 Bank Street, Gloucester,K1T 1N7",-75.62515231,45.34804054
168,Gloucester,4000,K1T 2C4,Bridle Path Drive,Circle K,-6414,Convenience stores and gas stations,https://www.circlek.com/store-locator/CA/gloucester/4000-bridle-path-drive/0868049,22,1,38,Emerald Woods - Sawmill Creek,5309,"4000 Bridle Path Drive, Gloucester,K1T 2C4",-75.64540211,45.34839414
329,Ottawa,1400,K2C 2Y6,Highgate Road,Circle K,-2947,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/ottawa/1402-highgate-rd/0800802?utm_source=google&utm_medium=local&utm_campaign=google-local,29,1,54,Iris - Queensway Terrance South,5824,"1400 Highgate Road, Ottawa,K2C 2Y6",-75.76983785,45.34890704
386,Nepean,1584,K2G 3K1,Merivale Road,Circle K,-2739,Convenience stores and gas stations,https://www.circlek.com/ca/ontario/store-locator/CA/nepean/1584-merivale-rd/0852278?utm_source=google&utm_medium=local&utm_campaign=google-local,21,1,31,Cityview - Crestview - Meadowlands,8545,"1584 Merivale Road, Nepean,K2G 3K1",-75.73359274,45.35012984
460,Ottawa,3310,K1V 9S1,Mccarthy Road,Shoppers Drug Mart,-3970,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/629,28,1,49,Hunt Club East - Western Community,10784,"3310 Mccarthy Road, Ottawa,K1V 9S1",-75.67145552,45.35013744
426,Kanata,700,K2K 2V9,March Road,Shirin Market,16135917001,Independent and specialty stores,Not Available,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"700 March Road, Kanata,K2K 2V9",-75.92416081,45.35037633
158,Ottawa,3310,K1V 9S1,Mccarthy Road,Metro,-3909,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/266,28,1,49,Hunt Club East - Western Community,10784,"3310 Mccarthy Road, Ottawa,K1V 9S1",-75.67215882,45.35055554
180,Ottawa,3332,K1V 0H9,Mccarthy Road,Quickie,-2368,Convenience stores and gas stations,https://www.quickiestores.com/,28,1,49,Hunt Club East - Western Community,10784,"3332 Mccarthy Road, Ottawa,K1V 0H9",-75.67027482,45.35088684
34,Ottawa,720,K2K 2R9,March Road,Shell Select,-7410,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10053230-march-rd-shirley-s-brook,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"720 March Road, Ottawa,K2K 2R9",-75.92628531,45.35103943
12,Nepean,200,K2E 7Z8,Grant Carman Drive,Your Independent Grocer,-3011,Supermarkets and traditional formats,https://www.yourindependentgrocer.ca/store-locator/details/7186,8,0,905,Borden Farm - Fisher Glen,6960,"200 Grant Carman Drive, Nepean,K2E 7Z8",-75.73079544,45.35127924
32,Ottawa,1980,K2C 0C6,Baseline Road,Loblaws,-4535,Supermarkets and traditional formats,https://www.loblaws.ca/store-locator/details/1050,21,1,31,Cityview - Crestview - Meadowlands,8545,"1980 Baseline Road, Ottawa,K2C 0C6",-75.75949885,45.35194404
58,Ottawa,3420,K2H 5B1,Carling Avenue,MacEwen,16138280728,Convenience stores and gas stations,https://macewen.ca/,69,1,32,Crystal Bay - Lakeview Park,3815,"3420 Carling Avenue, Ottawa,K2H 5B1",-75.83551738,45.35202014
267,Ottawa,1121,K2C 2Z1,Cobden Road,Iris Food Mart,16138288417,Convenience stores and gas stations,Not Available,29,1,54,Iris - Queensway Terrance South,5824,"1121 Cobden Road, Ottawa,K2C 2Z1",-75.77776416,45.35260454
257,Nepean,1595,K2G 3J4,Merivale Road,FreshCo,-2489,Supermarkets and traditional formats,https://freshco.com/stores/merivale-meadowlands/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys,19,0,950,Skyline - Fisher Heights,4373,"1595 Merivale Road, Nepean,K2G 3J4",-75.73270744,45.35279584
500,Ottawa,1595,K2G 3J4,Merivale Rd,Rexall,-8158,Drugstores,https://www.rexall.ca/storelocator/store/398?utm_source=G&utm_medium=LPM&utm_campaign=RexallPharmaPlus,19,0,950,Skyline - Fisher Heights,4373,"1595 Merivale Rd , Ottawa,K2G 3J4",-75.73274686,45.35302731
289,Ottawa,2430,K1V 0T7,Bank Street,African Queen,-6717,Independent and specialty stores,Not available,43,1,97,South Keys - Greenboro West,4221,"2430 Bank Street, Ottawa,K1V 0T7",-75.64866322,45.35322895
170,Ottawa,2498,K1V 8S2,Bank Street,Shell Select,-3162,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10052640-bank-st-albion-rd,22,1,38,Emerald Woods - Sawmill Creek,5309,"2498 Bank Street, Ottawa,K1V 8S2",-75.64330002,45.35332995
171,Gloucester,2536,K1T 1M9,Bank Street,Petro-Canada,-8203,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/2536-bank-st-gloucester?utm_source=G&utm_medium=lpm&utm_campaign=suncor,7,1,52,Hunt Club Upper -Blossom Park - Timbermill,8614,"2536 Bank Street, Gloucester,K1T 1M9",-75.64191981,45.35359255
274,Nepean,1896,K2C 3W9,Prince Of Wales Drive,Prince of Wales Market,16137279865,Convenience stores and gas stations,https://instagram.com/hastymarketprinceofwales?utm_medium=copy_link,11,1,16,Carleton Heights - Rideauview,6852,"1896 Prince Of Wales Drive, Nepean,K2C 3W9",-75.70507154,45.35370514
59,Nepean,3095,K2H 5A5,Carling Avenue,Petro-Canada,-4732,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/3095-carling-avenue-nepean?utm_source=G&utm_medium=lpm&utm_campaign=suncor,100,0,901,Bayshore - Belltown,9313,"3095 Carling Avenue, Nepean,K2H 5A5",-75.80879737,45.35387004
88,Nepean,1548,K2G 3J8,Merivale Rd,Shell Select,-7149,Convenience stores and gas stations,https://find.shell.com/ca/fuel/10052894-merivale-rd-rossland,21,1,31,Cityview - Crestview - Meadowlands,8545,"1548  Merivale Rd, Nepean,K2G 3J8",-75.73627714,45.35422714
247,Nepean,1547,K2G 4V3,Merivale Road,Indian Supermarket,16132740202,Convenience stores and gas stations,Not Available,19,0,950,Skyline - Fisher Heights,4373,"1547 Merivale Road, Nepean,K2G 4V3",-75.73479724,45.35437584
202,Ottawa,3059,K2B 7K4,Carling Avenue,South Asian Supermarket,-3661,Independent and specialty stores,Not available,100,0,901,Bayshore - Belltown,9313,"3059 Carling Avenue, Ottawa,K2B 7K4",-75.80727037,45.35451984
445,Kanata,1102,K2K 1X7,Klondike Road,Shoppers Drug Mart,-7214,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1324,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"1102 Klondike Road, Kanata,K2K 1X7",-75.93267961,45.35452123
201,Ottawa,3059,K2B 7K4,Carling Avenue,Uncle Ali's Super Market,-2532,Independent and specialty stores,https://unclealihalalmeat.wordpress.com/,100,0,901,Bayshore - Belltown,9313,"3059 Carling Avenue, Ottawa,K2B 7K4",-75.80734017,45.35462344
164,Ottawa,2210,K1V 1J5,Bank Street,Walmart Supercentre,-2043,Mass merchandisers / club stores,https://www.walmart.ca/en/stores-near-me/s-ottawa-on-3131,43,1,97,South Keys - Greenboro West,4221,"2210 Bank Street, Ottawa,K1V 1J5",-75.65479712,45.35476645
67,Ottawa,1827,K2C 0C1,Baseline Road,Circle K,-5562,Convenience stores and gas stations,https://www.circlek.com/store-locator/CA/ottawa/1827-baseline-rd/0868065,9,1,11,Braemar Park - Bel Air Heights - Copeland Park,6727,"1827 Baseline Road, Ottawa,K2C 0C1",-75.75594985,45.35483904
295,Ottawa,62,K2B 6M4,Wylie Avenue,Vaishali Superstore,-1651,Independent and specialty stores,https://www.facebook.com/vaishalisottawa/,100,0,901,Bayshore - Belltown,9313,"62 Wylie Avenue, Ottawa,K2B 6M4",-75.80698387,45.35483944
442,Ottawa,3080,K2B 7K2,Carling Avenue,Shoppers Drug Mart,-6782,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/1387,100,0,901,Bayshore - Belltown,9313,"3080 Carling Avenue, Ottawa,K2B 7K2",-75.80449067,45.35485524
303,Ottawa,2515,K1V 8R9,Bank Street,Metro,-8753,Supermarkets and traditional formats,https://www.metro.ca/en/find-a-grocery/272,43,1,97,South Keys - Greenboro West,4221,"2515 Bank Street, Ottawa,K1V 8R9",-75.64423291,45.35487775
41,Ottawa,1543,K2G 3J4,Merivale Road,Ultramar,-3537,Convenience stores and gas stations,https://www.ultramar.ca/?utm_source=G&utm_medium=lpm&utm_campaign=parkland,19,0,950,Skyline - Fisher Heights,4373,"1543 Merivale Road, Ottawa,K2G 3J4",-75.73541754,45.35498804
203,Ottawa,3033,K2B 7K3,Carling Avenue,Damas Supermarket,-3130,Independent and specialty stores,http://damassupermarket.com/,100,0,901,Bayshore - Belltown,9313,"3033 Carling Avenue, Ottawa,K2B 7K3",-75.80631617,45.35501644
458,Ottawa,2515,K1V 8R9,Bank Street,Shoppers Drug Mart,-11134,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/635,43,1,97,South Keys - Greenboro West,4221,"2515 Bank Street, Ottawa,K1V 8R9",-75.64470182,45.35509355
60,Ottawa,2924,K2B 7J7,Carling Avenue,Manila Mart,16134228333,Independent and specialty stores,Not Available,48,1,106,Whitehaven - Queensway Terrace North,11614,"2924 Carling Avenue, Ottawa,K2B 7J7",-75.80125487,45.35645934
358,Ottawa,2910,K2B 7J7,Carling Avenue,Grab N' Eat Grocers,16134218810,Convenience stores and gas stations,Not Available,48,1,106,Whitehaven - Queensway Terrace North,11614,"2910 Carling Avenue, Ottawa,K2B 7J7",-75.80065067,45.35668154
270,Nepean,1529,K2G 3J3,Merivale Road,Hungry Ninja,16132904921,Convenience stores and gas stations,https://hungry-ninja.ca/,19,0,950,Skyline - Fisher Heights,4373,"1529 Merivale Road, Nepean,K2G 3J3",-75.73633555,45.35679694
269,Nepean,1508,K2G 3J6,Merivale Road,OK Mart,16132281181,Convenience stores and gas stations,https://www.okmart.ca/,21,1,31,Cityview - Crestview - Meadowlands,8545,"1508 Merivale Road, Nepean,K2G 3J6",-75.73810305,45.35725604
184,Ottawa,2210,K1V 1J5,Bank Street,Loblaws,-2722,Supermarkets and traditional formats,https://www.loblaws.ca/store-locator/details/1188,43,1,97,South Keys - Greenboro West,4221,"2210 Bank Street, Ottawa,K1V 1J5",-75.65669682,45.35744755
394,Kanata,840,K2W 0C9,March Road,Sobeys,-10176,Supermarkets and traditional formats,https://www.sobeys.com/stores/sobeys-march-road/,103,0,907,Brookside - Briarbrook - Morgan's Grant,14940,"840 March Road, Kanata,K2W 0C9",-75.93384461,45.35786383
183,Ottawa,2210,K1V 1J5,Bank Street,Bulk Barn,-9477,Independent and specialty stores,https://www.bulkbarn.ca/home-en/index_deals.html,43,1,97,South Keys - Greenboro West,4221,"2210 Bank Street, Ottawa,K1V 1J5",-75.65771182,45.35929945
197,Nepean,1383,K2G 3H7,Clyde Avenue,M&J Tropical,16132243204,Independent and specialty stores,http://m-j-tropical.poi.place/,19,0,950,Skyline - Fisher Heights,4373,"1383 Clyde Avenue, Nepean,K2G 3H7",-75.73783065,45.35983484
258,Nepean,1465,K2E 5N9,Merivale Road,Bulk Barn,-7999,Independent and specialty stores,https://www.bulkbarn.ca/home-en/index_deals.html,19,0,950,Skyline - Fisher Heights,4373,"1465 Merivale Road, Nepean,K2E 5N9",-75.73333344,45.36014784
24,Ottawa,1465,K2E 1B1,Merivale Road,Food Basics,-2380,Supermarkets and traditional formats,http://www.foodbasics.ca/,19,0,950,Skyline - Fisher Heights,4373,"1465 Merivale Road, Ottawa,K2E 1B1",-75.73295694,45.36044084
438,Ottawa,1469,K2E 5N9,Merivale Road,Shoppers Drug Mart,-8106,Drugstores,https://www.shoppersdrugmart.ca/en/store-locator/store/627,19,0,950,Skyline - Fisher Heights,4373,"1469 Merivale Road, Ottawa,K2E 5N9",-75.73443254,45.36056214
161,Ottawa,1661,K1T 3Z3,Hunt Club Road,MacEwen Hunt Club,-10020,Convenience stores and gas stations,http://macewen.ca/,24,1,45,Greenboro East,10722,"1661 Hunt Club Road, Ottawa,K1T 3Z3",-75.63137981,45.36059235
81,Ottawa,1432,"K2C 0A9
",Baseline Road,Petro-Canada,-2057,Convenience stores and gas stations,https://www.petro-canada.ca/en/personal/gas-station-locations/1432-baseline-road-nepean?utm_source=G&utm_medium=lpm&utm_campaign=suncor,19,0,950,Skyline - Fisher Heights,4373,"1432 Baseline Road, Ottawa,K2C 0A9
",-75.73900895,45.36125744
